name,time,flop_count,dram_accesses,flops,ai
pyGAT/logs/gat_29abe8/nvprof.out,0.033858425803482535,1640634042,58754162,48455709415.50541,0.8726158635791623
pygcn,0.0014896788168698549,258808388,721232,173734354727.42624,11.21381486817002
